1,2,3,4,5,6,7,8,9
0.07769204965,6.125270497,3.36924338,9.127725533,5.085363361,1.296753837,1.872398303,0.285676454,0.001
0.04185057972,6.231759653,8.456837721,15.28426282,15.25182216,11.91393562,2.856473884,3.508401424,0.4889464711
0,2.154651419,40.43862586,39.84378919,18.92079249,13.71957515,4.208446371,0.8283087463,1.697090598
0.0184501845,0.7254259047,8.344025185,53.98273039,23.59549897,3.339431871,2.270077353,0.5876879237,0.05314749258
0.01180811808,0.6972726088,4.251842917,15.72115873,49.19265617,11.35969041,0.8229807421,0.4073411381,0.3523258727
0.09997318005,7.046697116,6.749181532,9.913467621,12.25188105,20.79198483,2.521279404,0.2516617403,0.1336398852
0.02032595326,3.159608048,14.3244047,7.460615858,4.410125216,5.067032337,8.367177473,0.6384899394,0.03115246134
0.01429889299,9.384212996,23.87799233,19.9376919,4.561781427,3.244389616,5.786495156,1.286121615,0.03858525371
0.00230627306,3.830002296,45.64066506,28.92146635,15.79665203,3.319341111,2.317603217,1.789411061,1.319009767
0,0.9023993552,7.189575783,39.14969463,12.60432467,5.287282087,0.6737036706,0.5165322774,0.3973308765
0.00230627306,6.095293794,5.758401224,8.446106615,11.75080517,2.929159065,0.660499762,0.2222754635,0.1190400539
0,3.830726795,4.38162472,11.51674356,14.40241391,8.444929549,1.406442825,0.1402155713,0.03816385408
0.0107346528,1.674650029,1.566915628,1.772543613,3.600677562,2.919716462,0.9498727743,0.1549338646,0.0399168909
0,0.4109427017,2.708811875,2.866419871,1.551505011,1.70377431,1.051062391,0.3782111623,0.1437574223
0.05551348686,1.766169603,4.745399177,8.519113594,4.791786088,1.515211576,0.8390260935,0.3936729675,0.1334577067
0.7149171977,3.078115189,4.75518201,9.776774166,11.59092759,4.272779335,0.737438027,0.3163666843,0.2494299284
0.3499720981,6.97639405,13.1879466,7.456238452,5.381306489,3.810078433,0.9893569685,0.4097660789,0.1718416913
0,1.484387413,13.189699,12.40312378,5.624316073,3.001780848,2.377541235,0.8515854393,0.219080478
0,0.01375751396,2.737949047,13.03766052,3.267258472,0.7361221487,0.2700500494,0.2374209551,0.06173217144
0.03225138425,0.6798267935,3.776271906,16.99781856,20.53207395,2.955778448,0.3262339419,0.2236737133,0.177255857
0.0098400984,1.308909713,1.134359764,1.595790672,4.197344714,3.330489414,0.7475831989,0.220108338,0.1356672241
0,0.2240757577,5.332709722,2.256304636,1.939137409,3.052235308,1.388554513,0.3255694492,0.08043228476
0.06211422445,0.8173989162,2.800598897,6.972557775,1.517706837,0.7342496228,0.7732053771,0.2718853187,0.07655807303
0.2663360696,1.075882646,5.268446086,6.954402717,10.87846741,1.360341,0.5593701775,0.3132841968,0.09883191352
0.2206521361,5.873531164,9.242286007,10.04510267,7.315712224,7.156653415,1.557523346,0.5130145156,0.353183514
0.3909919015,3.474127527,10.78689921,7.623139575,5.576939173,3.517206994,1.882150613,0.2027064831,0.1426846577
0.00230627306,0.1116295431,6.767142409,7.28732095,3.061701195,1.472285093,0.7624758645,0.3611963224,0.040676101
0.3526806266,0.8457296438,2.24710321,6.291460448,2.429026922,0.8675057105,0.1728294481,0.09498345141,0.04771789207
0.02012632921,0.6626573269,0.8557518805,2.235761466,1.886330325,0.4977157241,0.1485175781,0.08056293136,0.03527106122
