1,2,3,4,5,6,7,8,9,10
17347.5515103431,12327.6720644469,12090.8016870254,2422.09517833002,4303.15889715023,627.99885307871,523.032606147615,161.959563257299,27.2621248240281,0.397348852831535
15799.3838060559,14288.2771480839,8706.27882081791,6011.75246592295,1200.96687215086,1902.36210674114,347.384431202594,233.412386234962,98.2302540859,13.5988335274695
23801.4849335029,12525.0911843523,7328.05795362666,3680.41025994867,2559.60415053941,527.233770025699,709.980146798054,141.228120292955,68.7091329685705,41.4730350150122
24728.9852582068,19956.3656143883,7266.79183713316,3488.87111803949,1842.62357922149,1144.06022744428,245.05525373586,230.877195635569,53.5178893842133,47.8499468203061
20837.5677704333,20519.8458376206,12671.2133978444,3608.02335440676,1726.41899095615,759.360122320758,515.534578578902,132.794721057555,89.8799686168784,51.0245738367178
10801.0474838884,17599.7092878241,12742.4027036363,6929.84624832459,1738.7013517549,839.318046940181,345.141742616209,231.269907802448,81.0261784407086,73.4944163941952
21171.7196395818,8120.88302235444,13328.7264078319,7789.45608709179,3545.76807139677,837.940117898957,379.313143428477,130.400427617474,122.614007499837,77.2694237604817
25759.1074925822,17871.6388108551,5475.78418081298,8324.20074030815,4046.32031251072,1537.78856066954,357.543832158196,174.874470691003,59.0935041212824,93.9061944904464
21609.6969923689,21598.0382304241,13766.7427662617,3648.87541467666,5303.6903451691,2098.71149850905,674.864601138793,113.107483733738,57.5961532996359,67.3758017540425
11775.9523084385,18188.3003478687,16461.7625534387,8843.64301681033,2442.87927579285,3115.86319452355,979.146488135539,281.044104446924,32.6899734687439,56.7966305347069
9509.51136659215,9401.46014150804,13841.9637291203,10824.404642016,4577.81148462242,1211.50192421567,1593.90994133299,392.484755658184,157.865780823991,46.4387724273672
12611.7560487139,7542.1984717402,6603.43559304934,8533.90933124863,6052.0495222072,2238.44733112828,557.110684776145,722.475375831782,126.381117181898,85.9523929881487
23409.7403107226,10105.6476441566,5658.29549390012,4047.45182758829,4782.16157823684,3572.98682063722,1162.8754823692,237.621022507017,373.804905512324,107.244554267863
16456.2506667636,20396.2140216927,8413.72493328101,4069.01824052798,2492.83448683651,2635.18447587896,1653.13364180912,512.995065653875,85.1261281268439,224.766582739001
39148.390111981,12461.1252157849,16443.5019330347,6385.89888747451,2774.73110818556,1531.15562045151,1078.92545701715,765.133475484794,318.576477599832,187.027862211523
37056.237549484,34001.0855361813,9028.95181972797,9798.7100722895,3835.35790971832,1735.27124503054,1058.19785620046,508.465319353174,406.400176327097,285.396148127626
24975.6420061154,31006.324012181,25348.7154485401,6730.76473233144,6583.35630419448,2325.85164016846,916.158564210988,512.311010278729,282.334857493501,376.595497113563
11013.0050476166,21011.7026683789,23609.8120495648,14062.6882257339,3645.08652475158,3596.44971705686,1207.43808574841,521.879805915817,241.329032576082,338.882795904633
14087.7048994936,8422.05010432114,15215.9281633939,17628.7135507775,7695.28642814672,1678.96634975724,1760.7928613672,448.915156648386,220.626899875788,247.693549004443
16694.7455618748,11590.6475997687,6833.37406032004,8909.26091573695,9151.95642864996,2917.67226926301,641.976272902297,499.435532684827,147.683284082354,194.674564785911
26420.8279976879,13417.5633114183,8586.24954110746,4992.89610934722,4615.90079106273,4804.03169983464,1361.21124060157,285.991359648684,210.092772999541,174.506164226293
17387.3806712682,22882.2213799855,10793.4022628785,5151.8428232064,2740.62820978222,2234.83702895791,2280.4742079328,703.355495865624,114.21490607294,193.033602719152
27800.1768314291,13448.6832397064,18238.0508111954,6895.531764644,2798.87207242563,1472.63734924489,1065.72879729246,1168.11726633825,300.556039458646,174.045158411698
30848.7866309141,23299.6565580181,10106.6114051293,10934.6757178236,3999.67980065152,1415.58246108144,690.047920983781,415.446765633293,538.302114375325,237.959417929766
54415.9129130942,24517.9835443701,17974.2909694116,6780.05505438096,6047.06827163313,2248.78274224992,765.417578128528,275.492251257905,178.336722201454,367.102478148268
22726.7544024516,48859.1361811134,18103.4640548439,9087.37813413288,3289.52278980733,2472.08422226818,822.711601709499,214.584615218858,80.7645522273845,246.864599537506
10077.876632614,18535.818120622,35747.9491430585,10073.0051872426,3985.66389261344,1431.30548102131,1261.99762178483,409.305700991597,99.3352847637406,183.25618188432
11530.1733851568,7765.01233395683,14324.4648620272,20677.1783437649,4987.63764443856,1687.784233095,459.910588584481,333.118322063778,100.60513875305,118.51595271116
11266.5302125701,9535.98640664188,6713.99297263657,7983.37346781157,9102.62373651022,2079.38598678929,602.456357383673,158.70849529806,140.146341797409,102.554330430187
17822.5310377327,8943.94327251795,7910.64861700967,4637.42533322312,3860.53283901897,4474.09246311085,957.206075942926,292.055742660676,65.3363838507897,118.351332538959
4980.68911554934,16305.5763921287,6766.23961609573,4600.06455093723,2191.48018394517,1769.5403048702,1687.58086359987,348.910410970385,103.216529686688,87.8800603021377
6384.64263106394,3698.75269919508,11222.3915211431,3588.0133706949,1800.3511206536,820.188865895112,562.197181906827,479.025372237323,96.3864473139484,78.6576431458504
11138.7257824226,5125.11476631054,2647.38562951065,6207.76181687655,1597.83416162115,714.122126402292,315.697227605861,193.84453868394,135.307794420128,77.9901296348031
11592.8362900386,9426.43330429981,3964.38791669353,1730.33615538292,2882.49516617547,755.420735178708,307.950276876474,139.368365541077,78.5754312367313,108.404929388427
27828.9237358603,8996.65912970153,7818.17888153843,3146.27075581206,974.533105796829,1399.69284115345,341.919665251322,126.593878178417,71.8307808748391,109.115089824918
45807.2243830599,23341.8046822189,7473.24076975538,5584.17350829996,2308.07054491999,579.306250267471,819.910540289388,179.050904308354,69.9990289170583,117.930676426135
11957.5485271954,42589.2467135084,17998.708557385,6176.84994300947,3817.3048238885,1585.42828345909,380.618723013033,597.728501217038,121.370205662374,127.945542233601
6204.6741850891,9393.68478867406,32062.410429873,13145.7418292763,3321.31540364935,2534.58551910679,951.115471515574,217.79357776751,421.44352667885,146.638648157049
7815.02654681241,5081.92287004549,7402.09460889642,21775.8182054627,7128.17196941725,1132.43729114283,891.460393241118,257.893058882779,54.1448832983114,179.411346217456
15503.59875555,6690.80359554489,3936.7954818109,5182.94342018473,11987.3635089187,2749.10082849581,287.910600842539,158.972071443115,47.5406969030336,90.6697013797056
24939.5568706711,12999.3516629003,5139.66017376757,2761.58355991686,3237.9601582939,5242.72049776969,809.472288034815,86.5163942754551,33.510784138108,57.174672003459
36744.9363945323,20875.9427301145,10488.2590424182,2925.33795274726,1593.44031284883,2033.44506985846,2150.76152153796,213.998996174239,21.4063024561556,40.785845527792
